Bairro,Votos Absolutos,% de Votos,Votos Absolutos Normalizados,% de Votos Normalizados,Indice de Votação,LATITUDE,LONGITUDE
CAVALCANTI,425,0.0392,0.0538042790226611,0.7641325536062378,0.4089684163144494,-22.8705266,-43.3165261
TOMÁS COELHO,282,0.0401,0.03570072161033042,0.7816764132553606,0.40868856743284554,-22.8676979,-43.3060881
CORDOVIL,771,0.0367,0.09760729206228637,0.7153996101364524,0.40650345109936936,-22.8194378,-43.2915908
INHAUMA,1142,0.0342,0.14457526269147994,0.6666666666666667,0.4056209646790733,-22.8715476,-43.2823466
TANQUE,875,0.0359,0.11077351563489049,0.6998050682261209,0.40528929193050567,-22.9151927,-43.3557471
PENHA CIRCULAR,907,0.0356,0.11482466134953792,0.6939571150097466,0.40439088817964225,-22.8326425,-43.2842228
LAPA,152,0.0405,0.019242942144575264,0.7894736842105263,0.4043583131775508,-22.9130257,-43.1822358
BARRA DA TIJUCA,39,0.0412,0.004937333839726547,0.8031189083820663,0.4040281211108964,-22.9997404,-43.3659929
MARECHAL HERMES,976,0.0349,0.12355994429674642,0.6803118908382066,0.40193591756747654,-22.8599658,-43.3704561
GARDENIA AZUL,275,0.0393,0.0348145334852513,0.7660818713450293,0.4004482024151403,-22.9582866,-43.3512241
GUADALUPE,1026,0.0343,0.12988985947588302,0.6686159844054581,0.3992529219406706,-22.8376208,-43.3751608
COCOTÁ,528,0.0371,0.0668439042916825,0.723196881091618,0.39502039269165024,-22.8050047,-43.1805463
ESTÁCIO,235,0.0386,0.029750601341942018,0.7524366471734893,0.39109362425771566,-22.9166265,-43.20363
BENTO RIBEIRO,781,0.035,0.09887327509811368,0.6822612085769981,0.3905672418375559,-22.8666607,-43.3608367
JACARÉ,595,0.0362,0.07532599063172553,0.7056530214424952,0.39048950603711036,-22.8931174,-43.2571998
RIBEIRA,158,0.0385,0.020002531966071654,0.7504873294346979,0.38524493070038474,-22.8252399,-43.1705907
SANTA TERESA,509,0.036,0.06443853652361059,0.7017543859649122,0.38309646124426144,-22.9215542,-43.1860269
SANTÍSSIMO,958,0.0329,0.12128117483225724,0.6413255360623782,0.3813033554473177,-22.8751928,-43.5198512
VICENTE DE CARVALHO,540,0.0356,0.06836308393467527,0.6939571150097466,0.3811600994722109,-22.8571804,-43.3157892
TAUÁ,380,0.0365,0.048107355361438155,0.7115009746588694,0.3798041650101538,-22.7977495,-43.1867478
JARDIM AMÉRICA,738,0.034,0.0934295480440562,0.6627680311890839,0.37809878961657006,-22.810005,-43.323212
MARIA DA GRAÇA,182,0.0376,0.023040891252057223,0.7329434697855751,0.37799218051881617,-22.8830403,-43.2638849
JARDIM SULACAP,241,0.0372,0.03051019116343841,0.7251461988304093,0.3778281949969239,-22.8956799,-43.3929967
FREGUESIA (ILHA DO GOVERNADOR),407,0.036,0.05152550955817192,0.7017543859649122,0.3766399477615421,,
BENFICA,696,0.0339,0.08811241929358146,0.6608187134502924,0.37446556637193695,-22.8922965,-43.240341
CAJU,388,0.0359,0.04912014179010001,0.6998050682261209,0.37446260500811046,-22.8803063,-43.2214936
SENADOR CAMARÁ,1256,0.0302,0.15900746929991139,0.5886939571150098,0.3738507132074606,-22.888752,-43.4913887
SAUDE,201,0.0366,0.02544625902012913,0.7134502923976609,0.369448275708895,-22.8971835,-43.1841545
VARGEM PEQUENA,315,0.0357,0.03987846562856058,0.695906432748538,0.3678924491885493,-22.9818187,-43.4578117
TURIAÇÚ,284,0.0358,0.035953918217495884,0.6978557504873294,0.3669048343524126,-22.8616631,-43.3418026
PACIENCIA,1226,0.0296,0.15520952019242942,0.5769980506822613,0.36610378543734534,-22.8987,-43.6369556
VIDIGAL,284,0.0356,0.035953918217495884,0.6939571150097466,0.36495551661362124,-22.9952094,-43.2408556
COSME VELHO,206,0.0361,0.02607925053804279,0.7037037037037037,0.3648914771208733,-22.9415143,-43.2006244
SANTO CRISTO,232,0.0359,0.029370806431193823,0.6998050682261209,0.36458793732865735,-22.9007657,-43.2033933
OSWALDO CRUZ,629,0.033,0.07963033295353843,0.6432748538011697,0.361452593377354,-22.8705266,-43.350194
ENGENHO DA RAINHA,458,0.0341,0.05798202304089125,0.6647173489278753,0.3613496859843833,-22.8626496,-43.2937874
VIGÁRIO GERAL,398,0.0344,0.05038612482592733,0.6705653021442496,0.36047571348508844,-22.8095333,-43.3097039
SENADOR VASCONCELOS,392,0.0343,0.04962653500443094,0.6686159844054581,0.3591212597049445,-22.8953684,-43.5288566
PEDRA DE GUARATIBA,703,0.0321,0.08899860741866059,0.6257309941520467,0.35736480078535365,-22.9983546,-43.6388666
TRIAGEM,208,0.0353,0.026332447145208254,0.6881091617933723,0.3572208044692903,-22.8967174,-43.2440972
PAQUETÁ,75,0.0357,0.0094948727687049,0.695906432748538,0.35270065275862145,-22.7589261,-43.1091992
VARGEM GRANDE,322,0.0334,0.040764653753639704,0.6510721247563352,0.34591838925498747,-22.9707911,-43.4968914
GUARABU,223,0.0339,0.028231421698949235,0.6608187134502924,0.3445250675746208,-22.8088833,-43.1941802
MAGALHÃES BASTOS,646,0.0306,0.08178250411444486,0.5964912280701754,0.33913686609231014,-22.8725117,-43.4136384
VILA KENNEDY,853,0.0292,0.10798835295607039,0.5692007797270955,0.3385945663415829,-22.855678,-43.49003
CACUIA,312,0.0327,0.03949867071781238,0.6374269005847953,0.33846278565130383,-22.8217028,-43.1837917
SEPETIBA,750,0.0297,0.094948727687049,0.5789473684210527,0.3369480480540508,-22.9679803,-43.6940872
INHOAÍBA,776,0.0293,0.09824028358020002,0.571150097465887,0.3346951905230435,-22.9131775,-43.5932975
COSMOS,693,0.0298,0.08773262438283327,0.580896686159844,0.33431465527133863,-22.9078051,-43.6144915
COLÉGIO,420,0.0312,0.053171287504747436,0.6081871345029239,0.3306792110038357,-22.83979,-43.3357623
COELHO NETO,504,0.0306,0.06380554500569692,0.5964912280701754,0.33014838653793616,-22.8322449,-43.3501913
RICARDO DE ALBUQUERQUE,576,0.03,0.07292062286365363,0.5847953216374269,0.32885797225054025,-22.836698650000002,-43.391675746418954
PARQUE COLÚMBIA,180,0.0324,0.02278769464489176,0.631578947368421,0.32718332100665637,-22.8138907,-43.3424983
GALEÃO,344,0.0311,0.0435498164324598,0.6062378167641326,0.3248938165982962,-22.8075065,-43.2355215
CIDADE DE DEUS,739,0.0284,0.09355614634763894,0.5536062378167642,0.3235811920822016,-22.94803,-43.362903
HONÓRIO GURGEL,462,0.0301,0.05848841625522218,0.5867446393762183,0.32261652781572026,-22.8465751,-43.3561294
PARQUE ANCHIETA,60,0.0327,0.007595898214963919,0.6374269005847953,0.3225113993998796,-22.8351687,-43.4155827
ENGENHEIRO LEAL,20,0.0328,0.0025319660716546398,0.6393762183235868,0.3209540921976207,-22.8743923,-43.3255315
AUGUSTO VASCONCELOS,164,0.0313,0.020762121787568047,0.6101364522417154,0.31544928701464175,-22.8930412,-43.5373957
TUBIACANGA,30,0.0316,0.0037979491074819596,0.6159844054580897,0.30989117728278587,-22.7855214,-43.2265169
ROCINHA,20,0.0314,0.0025319660716546398,0.6120857699805068,0.3073088680260807,-22.9885204,-43.2482058
COSTA BARROS,438,0.0284,0.05545005696923661,0.5536062378167642,0.30452814739300044,-22.8246995,-43.3698395
PARADA DE LUCAS,407,0.0286,0.05152550955817192,0.5575048732943471,0.3045151914262595,-22.8167023,-43.3012102
DEODORO,338,0.0285,0.04279022661096341,0.5555555555555556,0.2991728910832595,-22.851201,-43.3870315
BANCÁRIOS,180,0.0295,0.02278769464489176,0.5750487329434698,0.29891821379418076,-22.7917588,-43.180966
DENDE,66,0.0301,0.008355488036460312,0.5867446393762183,0.29755006370633935,-22.8016721,-43.1902905
ILHA DE GUARATIBA,246,0.0286,0.03114318268135207,0.5575048732943471,0.29432402798784957,-23.0048833,-43.5402344
ACARI,165,0.0291,0.020888720091150777,0.5672514619883041,0.2940700910397274,-22.8221528,-43.3406743
CAMPO DOS AFONSOS,68,0.0288,0.008608684643625776,0.5614035087719298,0.28500609670777777,-22.8795186,-43.3803636
MANGUEIRA,127,0.0283,0.016077984555006964,0.5516569200779727,0.28386745231648985,-22.903945,-43.2361967
NOVA SEPETIBA,111,0.0279,0.01405241169768325,0.543859649122807,0.27895603041024514,-22.9561013,-43.6876488
BARROS FILHO,107,0.0272,0.013546018483352323,0.530214424951267,0.2718802217173097,-22.8348857,-43.3631878
BARRA DE GUARATIBA,101,0.0259,0.012786428661855932,0.5048732943469786,0.2588298615044173,-23.0360036,-43.5521395
MANGUINHOS,44,0.0242,0.0055703253576402075,0.47173489278752434,0.23865260907258226,-22.8799736,-43.2457223
FUNDÃO,23,0.0214,0.002911760982402836,0.4171539961013645,0.21003287854188366,-22.8533498,-43.233170287422354
VILA MILITAR,21,0.0201,0.002658564375237372,0.39181286549707606,0.19723571493615671,-22.860348,-43.4028933
